container_id,container_type,material,weight_kg,age_months,usage_count,damage_level,structural_condition,cleanliness_score,contamination,repair_required,repair_cost,refurbishment_cost,resale_value,recycling_value,disposal_cost,carbon_repair,carbon_refurbish,carbon_resell,carbon_recycle,carbon_dispose,recyclable,safety_risk,location,sensor_available,network_available,inspection_completeness,final_disposition
CON-100133,Crate,Metal,29.81,16,21,Low,Minor Damage,89.05,None,False,3.68,15.74,69.88,14.28,12.45,6.58,8.25,0.6,65.58,196.75,True,Low,Hub B,False,True,1.0,Resell
CON-100134,Crate,Plastic,5.09,44,93,Low,Minor Damage,56.85,None,False,4.49,27.77,32.64,0.98,6.27,3.61,2.07,0.1,5.3,15.89,True,Low,Depot C,True,True,1.0,Resell
CON-100135,Drum,Metal,26.42,35,45,Medium,Moderate Damage,86.88,None,True,24.83,24.47,68.75,12.53,11.61,3.67,7.41,0.53,58.13,174.4,True,Medium,Terminal E,True,True,1.0,Resell
CON-100136,Drum,Metal,32.17,9,4,Medium,Minor Damage,86.99,Organic,True,27.63,20.35,117.66,16.01,13.04,4.36,8.84,0.64,70.78,212.35,True,Medium,Hub B,True,True,1.0,Resell
CON-100137,Box,Cardboard,1.52,47,143,Medium,Minor Damage,44.0,None,True,3.46,24.95,3.42,0.11,5.38,0.68,1.18,0.03,0.61,1.83,True,Medium,Warehouse A,False,True,1.0,Resell
CON-100138,Crate,Wood,16.07,37,85,High,Unsafe,74.46,None,True,36.62,24.33,0.0,0.0,9.02,3.43,4.82,0.32,2.57,7.72,False,High,Facility D,True,False,1.0,Dispose
CON-100139,Pallet,Wood,18.65,47,88,Medium,Moderate Damage,60.84,None,True,9.35,22.17,15.98,0.0,9.66,2.74,5.46,0.37,2.98,8.95,False,Medium,Depot C,True,True,1.0,Resell
CON-100140,Drum,Plastic,6.04,6,10,Medium,Minor Damage,92.46,None,True,22.31,20.13,102.46,1.15,6.51,1.22,2.31,0.12,6.28,18.83,True,Medium,Depot C,False,True,1.0,Resell
CON-100141,Crate,Plastic,6.2,37,19,None,Safe,75.42,None,False,0.0,17.59,43.21,1.14,6.55,3.74,2.35,0.12,6.45,19.34,True,Low,Depot C,True,True,1.0,Resell
CON-100142,Crate,Metal,25.41,59,195,High,Unsafe,42.56,None,True,30.72,40.12,0.0,11.82,11.35,4.55,7.15,0.51,55.9,167.7,True,High,Terminal E,True,True,1.0,Recycle
CON-100143,Drum,Metal,33.14,44,121,Medium,Minor Damage,60.03,None,True,22.67,36.09,38.38,17.95,13.29,4.48,9.09,0.66,72.91,218.74,True,Medium,Warehouse A,True,False,1.0,Resell
CON-100144,Tote,Plastic,5.19,55,113,Medium,Minor Damage,56.99,None,True,7.96,23.75,9.35,1.12,6.3,1.12,2.1,0.1,5.4,16.21,True,Medium,Facility D,True,True,1.0,Resell
CON-100145,Tote,Plastic,6.14,44,128,None,Safe,62.52,None,False,0.0,24.42,12.93,1.29,6.54,3.74,2.34,0.12,6.39,19.16,True,Low,Terminal E,True,True,1.0,Resell
CON-100146,Tote,Plastic,7.04,5,17,Medium,Moderate Damage,95.65,None,True,8.86,8.35,35.97,1.48,6.76,1.35,2.56,0.14,7.32,21.97,True,Medium,Facility D,True,True,1.0,Resell
CON-100147,Drum,Plastic,4.99,43,134,Low,Safe,53.59,None,False,5.23,38.36,35.14,1.01,6.25,3.6,2.05,0.1,5.19,15.58,True,Low,Terminal E,True,True,1.0,Resell
CON-100148,Crate,Plastic,6.42,35,62,High,Unsafe,62.9,None,True,33.78,23.77,0.0,1.23,6.6,2.27,2.4,0.13,6.67,20.02,True,High,Warehouse A,True,True,1.0,Recycle
CON-100149,Box,Cardboard,1.32,7,15,Low,Minor Damage,79.07,None,False,0.61,6.89,14.05,0.11,5.33,3.16,1.13,0.03,0.53,1.59,True,Low,Facility D,False,True,1.0,Resell
CON-100150,Box,Cardboard,1.5,19,22,None,Safe,78.28,None,False,0.0,7.71,12.12,0.13,5.38,3.18,1.18,0.03,0.6,1.8,True,Low,Hub B,True,True,1.0,Resell
CON-100151,Drum,Plastic,5.46,36,120,Medium,Minor Damage,57.22,None,True,23.96,36.42,47.3,1.2,6.37,1.16,2.17,0.11,5.68,17.04,True,Medium,Facility D,True,True,1.0,Resell
CON-100152,Pallet,Plastic,5.38,15,21,Medium,Minor Damage,71.63,Chemical,True,10.25,13.86,43.75,1.18,15.86,1.15,2.14,0.11,5.59,16.78,True,Medium,Terminal E,True,True,1.0,Resell
CON-100153,Box,Plastic,6.83,6,12,Low,Safe,96.05,None,False,0.78,4.04,13.4,1.24,6.71,3.82,2.51,0.14,7.11,21.32,True,Low,Warehouse A,True,False,1.0,Resell
CON-100154,Drum,Metal,34.43,22,31,Medium,Minor Damage,87.45,None,True,26.32,22.98,80.82,18.07,13.61,4.63,9.41,0.69,75.75,227.26,True,Medium,Facility D,True,False,1.0,Resell
CON-100155,Pallet,Plastic,6.66,25,47,Low,Minor Damage,81.35,None,False,2.88,15.0,31.88,1.32,6.67,3.8,2.47,0.13,6.93,20.78,True,Low,Facility D,True,True,1.0,Resell
CON-100156,Tote,Plastic,6.58,2,2,None,Safe,90.74,Chemical,False,0.0,7.59,36.67,1.24,16.61,3.79,2.44,0.13,6.84,20.53,True,Medium,Terminal E,True,True,1.0,Resell
CON-100157,Crate,Plastic,6.63,32,108,,Unsafe,64.58,None,True,33.87,28.11,0.0,1.23,6.66,2.3,2.46,0.13,6.9,20.69,True,High,Terminal E,False,True,1.0,Recycle
CON-100158,Tote,Plastic,6.06,54,164,Medium,Minor Damage,44.27,None,True,9.1,30.76,5.19,1.15,6.51,1.23,2.31,0.12,6.3,18.9,True,Medium,Hub B,True,True,1.0,Resell
CON-100159,Tote,Plastic,6.38,2,1,None,Safe,99.44,None,False,0.0,6.18,39.35,1.22,6.6,3.77,2.4,0.13,6.64,19.91,True,Low,Depot C,True,False,1.0,Resell
CON-100160,Pallet,Wood,23.34,34,32,Low,Safe,75.01,None,False,2.35,14.45,28.32,0.0,10.84,5.8,6.64,0.47,3.74,11.21,False,Low,Facility D,True,True,1.0,Resell
CON-100161,Pallet,Wood,18.4,53,161,High,Moderate Damage,64.99,None,True,22.97,28.85,7.22,0.0,9.6,3.71,5.4,0.37,2.94,8.83,False,Medium,Warehouse A,True,True,1.0,Resell
CON-100162,Crate,Metal,35.73,7,22,High,Moderate Damage,88.71,None,True,38.77,15.89,76.57,18.1,13.93,5.79,9.73,0.71,78.6,235.8,True,Medium,Depot C,True,True,1.0,Resell
CON-100163,Tote,Plastic,5.23,55,79,Medium,Minor Damage,66.59,None,True,8.68,18.91,12.27,1.02,6.31,1.13,2.11,0.1,5.44,16.32,True,Medium,Warehouse A,True,True,1.0,Resell
CON-100164,Drum,Plastic,5.72,48,44,Low,Safe,76.18,None,False,4.93,25.97,56.76,1.13,6.43,3.69,2.23,0.11,5.95,17.85,True,Low,Warehouse A,True,False,1.0,Resell
CON-100165,Drum,Plastic,4.87,18,51,Low,Minor Damage,75.08,None,False,7.06,26.84,83.68,0.96,6.22,3.58,2.02,0.1,5.07,15.2,True,Low,Terminal E,False,True,1.0,Resell
CON-100166,Pallet,Wood,16.66,10,16,None,Safe,74.61,None,False,0.0,12.91,41.81,0.0,9.16,5.0,4.96,0.33,2.67,8.0,False,Low,Warehouse A,True,True,1.0,Resell
CON-100167,Crate,Wood,17.06,12,21,None,Safe,92.7,None,False,0.0,15.19,61.54,0.0,9.27,5.05,5.07,0.34,2.73,8.19,False,Low,Terminal E,True,False,1.0,Resell
CON-100168,Drum,Metal,27.5,25,70,High,Moderate Damage,68.84,None,True,51.42,29.67,68.36,12.76,11.88,4.8,7.68,0.55,60.5,181.51,True,Medium,Depot C,True,True,1.0,Resell
CON-100169,Crate,Plastic,5.52,51,37,Low,Minor Damage,64.27,None,False,3.99,21.06,34.75,1.13,6.38,3.66,2.18,0.11,5.74,17.22,True,Low,Facility D,True,True,1.0,Resell
CON-100170,Crate,Metal,28.56,56,83,Medium,Moderate Damage,70.48,None,True,16.97,24.73,23.34,14.55,12.14,3.93,7.94,0.57,62.83,188.49,True,Medium,Depot C,True,False,1.0,Resell
CON-100171,Crate,Wood,23.72,21,28,None,Safe,65.37,None,False,0.0,19.99,62.03,0.0,10.93,5.85,6.73,0.47,3.79,11.38,False,Low,Depot C,False,True,1.0,Resell
CON-100172,Box,Cardboard,1.56,35,36,None,Safe,64.21,None,False,0.0,11.22,8.6,0.13,5.39,3.19,1.19,0.03,0.62,1.87,True,Low,Facility D,True,True,1.0,Resell
CON-100173,Drum,Plastic,5.13,20,24,Low,Safe,73.74,None,False,4.98,24.34,95.46,1.13,6.28,3.62,2.08,0.1,5.34,16.02,True,Low,Facility D,False,False,1.0,Resell
CON-100174,Drum,Metal,33.49,24,62,Low,Safe,84.32,None,False,6.4,26.55,72.48,15.63,13.37,7.02,9.17,0.67,73.68,221.03,True,Low,Terminal E,True,False,1.0,Resell
CON-100175,Drum,Plastic,7.12,28,22,Low,Safe,87.84,Organic,False,6.05,22.02,81.29,1.45,6.78,3.85,2.58,0.14,7.4,22.21,True,Low,Terminal E,True,True,1.0,Resell
CON-100176,Tote,Plastic,5.63,2,3,Low,Minor Damage,86.92,None,False,1.69,8.26,42.56,1.22,6.41,3.68,2.21,0.11,5.85,17.56,True,Low,Hub B,True,True,1.0,Resell
CON-100177,Tote,Plastic,5.64,7,12,None,Safe,88.03,None,False,0.0,9.0,34.79,1.2,6.41,3.68,2.21,0.11,5.86,17.58,True,Low,Warehouse A,True,True,1.0,Resell
CON-100178,Pallet,Wood,20.13,36,35,None,Safe,64.25,None,False,0.0,16.36,26.97,0.0,10.03,5.42,5.83,0.4,3.22,9.66,False,Low,Facility D,True,True,1.0,Resell
CON-100179,Box,Cardboard,1.47,28,46,High,Moderate Damage,84.63,None,True,7.58,9.16,9.9,0.11,5.37,1.68,1.17,0.03,0.59,1.76,True,Medium,Warehouse A,True,True,1.0,Resell
CON-100180,Crate,Metal,34.35,34,115,Medium,Moderate Damage,59.09,None,True,16.56,29.64,35.17,16.65,13.59,4.62,9.39,0.69,75.57,226.72,True,Medium,Facility D,True,True,1.0,Resell
CON-100181,Pallet,Plastic,5.08,20,17,Low,Minor Damage,75.8,None,False,2.42,12.83,38.38,0.94,6.27,3.61,2.07,0.1,5.29,15.86,True,Low,Facility D,False,True,1.0,Resell
CON-100182,Pallet,Wood,19.92,9,9,High,Unsafe,79.62,None,True,26.57,11.46,0.0,0.0,9.98,3.89,5.78,0.4,3.19,9.56,False,High,Facility D,True,True,1.0,Dispose
CON-100183,Tote,Plastic,5.78,32,55,Critical,Unsafe,74.34,Organic,True,27.62,15.35,0.0,1.22,6.45,3.69,2.25,0.12,6.01,18.04,True,High,Depot C,True,True,1.0,Recycle
CON-100184,Crate,Wood,22.25,37,100,Low,Minor Damage,63.51,None,False,3.38,27.47,31.74,0.0,10.56,5.67,6.36,0.44,3.56,10.68,False,Low,Terminal E,True,False,1.0,Resell
CON-100185,Drum,Metal,35.88,7,18,None,Safe,87.47,None,False,0.0,21.68,117.99,17.76,13.97,7.31,9.77,0.72,78.93,236.79,True,Low,Depot C,True,True,1.0,Resell
CON-100186,Pallet,Wood,22.49,38,97,None,Safe,75.62,None,False,0.0,20.86,19.76,0.0,10.62,5.7,6.42,0.45,3.6,10.79,False,Low,Hub B,True,True,1.0,Resell
CON-100187,Tote,Plastic,5.58,46,63,None,Safe,58.83,None,False,0.0,18.48,16.61,1.2,6.39,3.67,2.19,0.11,5.8,17.4,True,Low,Warehouse A,True,True,1.0,Resell
CON-100188,Pallet,Wood,18.0,46,67,High,Moderate Damage,63.76,None,True,22.41,19.64,21.02,0.0,9.5,3.66,5.3,0.36,2.88,8.64,False,Medium,Terminal E,True,True,1.0,Resell
CON-100189,Box,Plastic,6.04,18,46,Medium,Moderate Damage,77.16,None,True,3.1,10.28,10.89,1.3,6.51,1.22,2.31,0.12,6.28,18.84,True,Medium,Warehouse A,False,True,1.0,Resell
CON-100190,Drum,Metal,35.62,53,60,None,Safe,78.31,None,False,0.0,27.25,40.18,17.98,13.9,7.27,9.7,0.71,78.36,235.08,True,Low,Hub B,False,True,1.0,Resell
CON-100191,Box,Cardboard,1.58,54,101,High,Moderate Damage,51.92,Organic,True,6.63,19.56,3.61,0.14,5.39,1.69,1.19,0.03,0.63,1.89,True,Medium,Facility D,True,True,1.0,Resell
CON-100192,Crate,Wood,21.24,17,12,Medium,Minor Damage,96.05,None,True,17.45,13.79,66.1,0.0,10.31,3.05,6.11,0.42,3.4,10.19,False,Medium,Hub B,False,True,1.0,Dispose
CON-100193,Box,Cardboard,1.56,34,86,Low,Safe,82.56,None,False,0.64,13.47,7.09,0.13,5.39,3.19,1.19,0.03,0.62,1.87,True,Low,Hub B,False,True,1.0,Resell
CON-100194,Box,Cardboard,1.39,57,79,High,Unsafe,61.0,None,True,5.76,16.0,0.0,0.12,5.35,1.67,1.15,0.03,0.56,1.67,True,High,Hub B,True,False,1.0,Recycle
CON-100195,Tote,Plastic,5.86,47,53,Critical,Unsafe,61.8,None,True,33.22,17.03,0.0,1.11,6.46,3.7,2.26,0.12,6.09,18.27,True,High,Warehouse A,True,True,1.0,Recycle
CON-100196,Drum,Plastic,7.11,21,60,Low,Safe,79.69,None,False,6.13,27.05,73.71,1.45,6.78,3.85,2.58,0.14,7.4,22.19,True,Low,Terminal E,True,True,1.0,Resell
CON-100197,Crate,Wood,20.14,33,35,None,Safe,84.13,Chemical,False,0.0,17.88,43.72,0.0,25.09,5.42,5.84,0.4,3.22,9.67,False,Medium,Hub B,False,True,1.0,Resell
CON-100198,Tote,Plastic,6.07,1,3,Medium,Moderate Damage,95.44,None,True,8.22,6.98,42.2,1.18,6.52,1.23,2.32,0.12,6.31,18.93,True,Medium,Hub B,False,True,0.53,Manual_Review
CON-100199,Crate,Wood,16.32,4,13,Medium,Moderate Damage,82.2,None,True,16.01,15.97,76.64,0.0,9.08,2.46,4.88,0.33,2.61,7.83,False,Medium,Facility D,False,True,1.0,Resell
CON-100200,Tote,Plastic,5.47,20,14,None,Safe,67.97,Organic,False,0.0,12.2,28.75,1.06,6.37,3.66,2.17,0.11,5.68,17.05,True,Low,Terminal E,True,True,1.0,Resell
CON-100201,Pallet,Wood,17.96,60,108,Medium,Moderate Damage,60.03,None,True,10.66,24.3,8.38,0.0,9.49,2.65,5.29,0.36,2.87,8.62,False,Medium,Hub B,True,True,1.0,Resell
CON-100202,Pallet,Plastic,7.09,34,69,Low,Minor Damage,81.19,Organic,False,2.78,17.22,24.15,1.35,6.77,3.85,2.57,0.14,7.37,22.11,True,Low,Warehouse A,True,True,1.0,Resell
CON-100203,Box,Plastic,6.51,37,88,Low,Minor Damage,68.74,None,False,0.75,15.74,6.62,1.32,6.63,3.78,2.43,0.13,6.77,20.31,True,Low,Depot C,True,True,1.0,Resell
CON-100204,Box,Cardboard,1.64,1,0,High,Moderate Damage,92.66,None,True,6.43,3.35,14.77,0.12,5.41,1.7,1.21,0.03,0.66,1.97,True,Medium,Warehouse A,False,True,1.0,Resell
CON-100205,Crate,Plastic,6.78,37,59,Low,Safe,82.82,Chemical,False,4.77,20.48,43.45,1.48,16.74,3.81,2.5,0.14,7.05,21.16,True,Medium,Warehouse A,False,True,1.0,Resell
CON-100206,Box,Plastic,4.82,13,17,High,Unsafe,74.41,None,True,6.39,7.79,0.0,1.05,6.2,2.08,2.0,0.1,5.01,15.04,True,High,Hub B,True,True,0.66,Manual_Review
CON-100207,Pallet,Plastic,6.33,45,140,High,Unsafe,71.96,None,True,25.64,25.71,0.0,1.32,6.58,2.26,2.38,0.13,6.58,19.74,True,High,Warehouse A,True,False,1.0,Recycle
CON-100208,Drum,Plastic,7.11,10,26,None,Safe,93.48,None,False,0.0,21.58,96.29,1.52,6.78,3.85,2.58,0.14,7.39,22.17,True,Low,Facility D,True,True,1.0,Resell
CON-100209,Box,Cardboard,1.58,26,18,Low,Safe,83.35,None,False,0.67,6.55,11.54,0.12,5.4,3.19,1.2,0.03,0.63,1.9,True,Low,Depot C,False,True,1.0,Resell
CON-100210,Box,Cardboard,1.28,50,112,High,Moderate Damage,74.43,None,True,6.25,17.29,4.1,0.09,5.32,1.65,1.12,0.03,0.51,1.54,True,Medium,Depot C,True,True,1.0,Resell
CON-100211,Box,Cardboard,1.29,44,62,None,Safe,81.15,None,False,0.0,11.28,7.01,0.1,5.32,3.16,1.12,0.03,0.52,1.55,True,Low,Hub B,True,True,1.0,Resell
CON-100212,Crate,Wood,16.25,26,79,None,Safe,81.36,None,False,0.0,22.7,42.85,0.0,9.06,4.95,4.86,0.32,2.6,7.8,False,Low,Hub B,True,True,1.0,Resell
CON-100213,Pallet,Wood,17.59,26,42,Low,Safe,74.13,Organic,False,2.81,15.58,31.22,0.0,9.4,5.11,5.2,0.35,2.81,8.44,False,Low,Warehouse A,True,True,1.0,Resell
CON-100214,Pallet,Wood,23.24,54,158,Medium,Minor Damage,67.12,None,True,8.67,28.23,7.14,0.0,10.81,3.29,6.61,0.46,3.72,11.16,False,Medium,Terminal E,False,True,1.0,Resell
CON-100215,Drum,Metal,28.25,59,62,None,Safe,74.22,None,False,0.0,28.07,31.91,14.45,12.06,6.39,7.86,0.56,62.14,186.43,True,Low,Terminal E,True,True,1.0,Resell
CON-100216,Drum,Metal,25.05,25,22,Low,Safe,76.32,None,False,5.4,23.75,89.76,13.76,11.26,6.01,7.06,0.5,55.12,165.35,True,Low,Terminal E,True,True,1.0,Resell
CON-100217,Tote,Plastic,5.63,37,74,None,Safe,77.09,None,False,0.0,16.84,17.45,1.15,6.41,3.68,2.21,0.11,5.85,17.55,True,Low,Warehouse A,True,True,1.0,Resell
CON-100218,Crate,Metal,36.0,11,8,None,Safe,90.4,None,False,0.0,14.24,74.34,19.5,14.0,7.32,9.8,0.72,79.19,237.57,True,Low,Warehouse A,True,False,1.0,Resell
CON-100219,Crate,Wood,17.41,38,55,Medium,Moderate Damage,61.58,None,True,17.28,23.26,36.95,0.0,9.35,2.59,5.15,0.35,2.79,8.36,False,Medium,Terminal E,True,False,1.0,Resell
CON-100220,Drum,Plastic,5.22,3,2,None,Safe,81.55,Hazardous,False,0.0,20.97,0.0,0.0,37.83,3.63,2.11,0.1,5.43,16.29,False,High,Facility D,True,True,1.0,Dispose
CON-100221,Pallet,Wood,18.73,12,39,None,Safe,90.41,None,False,0.0,12.84,37.27,0.0,9.68,5.25,5.48,0.37,3.0,8.99,False,Low,Hub B,True,False,1.0,Resell
CON-100222,Crate,Metal,35.3,26,58,High,Unsafe,79.35,Chemical,True,31.07,20.9,0.0,19.24,34.56,5.74,9.63,0.71,77.67,233.0,True,High,Facility D,True,True,1.0,Recycle
CON-100223,Tote,Plastic,5.34,38,111,Critical,Unsafe,68.6,None,True,28.93,21.81,0.0,1.12,6.33,3.64,2.13,0.11,5.55,16.65,True,High,Terminal E,False,False,1.0,Recycle
CON-100224,Tote,Plastic,7.01,40,46,None,Safe,62.7,None,False,0.0,16.2,18.86,1.47,6.75,3.84,2.55,0.14,7.29,21.87,True,Low,Hub B,True,True,1.0,Resell
CON-100225,Box,Plastic,5.87,17,19,Medium,Minor Damage,85.69,None,True,3.26,6.3,12.56,1.07,6.47,1.2,2.27,0.12,6.11,18.32,True,Medium,Facility D,False,True,1.0,Resell
CON-100226,Drum,Plastic,6.11,7,20,Low,Safe,91.12,Organic,False,6.83,21.33,97.69,1.17,6.53,3.73,2.33,0.12,6.35,19.06,True,Low,Depot C,True,True,1.0,Resell
CON-100227,Drum,Metal,32.78,36,119,Low,Safe,66.06,None,False,6.94,34.99,52.92,17.06,13.2,6.93,9.0,0.66,72.12,216.37,True,Low,Facility D,True,False,1.0,Resell
CON-100228,Box,Plastic,5.29,13,22,None,Safe,75.78,None,False,0.0,8.08,11.89,0.97,6.32,3.64,2.12,0.11,5.51,16.52,True,Low,Facility D,False,True,1.0,Resell
CON-100229,Crate,Metal,31.5,31,34,None,Safe,86.99,None,False,0.0,17.35,51.14,17.25,12.88,6.78,8.68,0.63,69.3,207.91,True,Low,Facility D,True,True,1.0,Resell
CON-100230,Crate,Wood,21.13,25,26,None,Safe,83.72,None,False,0.0,17.04,55.23,0.0,10.28,5.54,6.08,0.42,3.38,10.14,False,Low,Depot C,False,True,1.0,Resell
CON-100231,Tote,Plastic,5.16,45,112,High,Moderate Damage,57.56,None,True,17.38,23.57,13.84,1.09,6.29,2.12,2.09,0.1,5.37,16.11,True,Medium,Hub B,True,True,1.0,Resell
CON-100232,Tote,Plastic,6.17,16,30,High,Moderate Damage,82.16,None,True,14.65,11.68,33.41,1.25,6.54,2.24,2.34,0.12,6.42,19.26,True,Medium,Terminal E,True,True,1.0,Resell
CON-100233,Pallet,Wood,22.47,9,5,None,Safe,69.35,Organic,False,0.0,12.6,44.42,0.0,10.62,5.7,6.42,0.45,3.59,10.78,False,Low,Hub B,True,True,1.0,Resell
CON-100234,Box,Cardboard,1.43,26,56,Low,Minor Damage,73.21,Chemical,False,0.6,11.87,10.21,0.12,13.4,3.17,1.16,0.03,0.57,1.72,True,Medium,Terminal E,False,True,1.0,Resell
CON-100235,Tote,Plastic,7.02,37,105,None,Safe,52.98,Chemical,False,0.0,23.55,18.08,1.51,16.89,3.84,2.55,0.14,7.3,21.9,True,Medium,Depot C,False,True,1.0,Resell
CON-100236,Pallet,Plastic,5.77,40,93,None,Safe,80.24,Organic,False,0.0,19.76,22.31,1.11,6.44,3.69,2.24,0.12,6.0,17.99,True,Low,Hub B,True,True,1.0,Resell
CON-100237,Box,Plastic,6.76,20,28,Low,Minor Damage,68.65,Hazardous,False,0.89,9.75,0.0,0.0,40.14,3.81,2.49,0.14,7.03,21.1,False,High,Hub B,True,True,1.0,Dispose
CON-100238,Drum,Plastic,5.45,27,62,None,Safe,81.96,None,False,0.0,26.91,68.52,1.16,6.36,3.65,2.16,0.11,5.66,16.99,True,Low,Facility D,True,True,1.0,Resell
CON-100239,Crate,Metal,30.08,9,25,High,Moderate Damage,89.79,None,True,31.69,16.03,73.96,13.71,12.52,5.11,8.32,0.6,66.18,198.54,True,Medium,Warehouse A,False,True,1.0,Resell
CON-100240,Crate,Plastic,6.78,33,55,Medium,Minor Damage,68.56,None,True,15.93,22.22,42.49,1.34,6.69,1.31,2.49,0.14,7.05,21.14,True,Medium,Facility D,True,True,1.0,Resell
CON-100241,Box,Plastic,4.87,4,3,Low,Safe,73.69,None,False,0.8,6.5,14.73,0.93,6.22,3.58,2.02,0.1,5.06,15.18,True,Low,Facility D,True,True,1.0,Resell
CON-100242,Pallet,Wood,17.79,39,113,High,Unsafe,56.02,Organic,True,20.48,25.4,0.0,0.0,9.45,3.63,5.25,0.36,2.85,8.54,False,High,Facility D,True,True,1.0,Dispose
CON-100243,Drum,Plastic,6.43,53,125,None,Safe,74.78,None,False,0.0,34.28,29.04,1.4,6.61,3.77,2.41,0.13,6.68,20.05,True,Low,Depot C,True,True,1.0,Resell
CON-100244,Crate,Plastic,6.34,56,74,Critical,Unsafe,79.55,Organic,True,60.94,22.47,0.0,1.16,6.58,3.76,2.38,0.13,6.59,19.77,True,High,Terminal E,False,True,1.0,Recycle
CON-100245,Box,Plastic,7.19,17,54,Medium,Moderate Damage,77.55,None,True,3.25,11.02,9.82,1.46,6.8,1.36,2.6,0.14,7.48,22.45,True,Medium,Hub B,True,True,1.0,Resell
CON-100246,Drum,Plastic,6.02,55,55,Low,Safe,80.19,None,False,6.58,26.47,40.56,1.26,6.5,3.72,2.3,0.12,6.26,18.77,True,Low,Terminal E,True,True,1.0,Resell
CON-100247,Pallet,Plastic,5.81,57,85,Medium,Moderate Damage,65.43,None,True,8.47,21.19,12.91,1.06,6.45,1.2,2.25,0.12,6.04,18.12,True,Medium,Terminal E,True,True,1.0,Resell
CON-100248,Drum,Plastic,5.79,56,171,High,Moderate Damage,36.03,None,True,64.52,44.7,11.62,1.25,6.45,2.19,2.25,0.12,6.02,18.07,True,Medium,Facility D,True,True,1.0,Resell
CON-100249,Box,Plastic,5.6,12,17,High,Moderate Damage,96.46,Hazardous,True,7.46,4.48,0.0,0.0,38.4,2.17,2.2,0.11,5.82,17.47,False,High,Hub B,True,True,1.0,Dispose
CON-100250,Box,Cardboard,1.57,41,73,Medium,Moderate Damage,56.44,None,True,2.45,16.08,6.5,0.12,5.39,0.69,1.19,0.03,0.63,1.88,True,Medium,Depot C,True,True,1.0,Resell
CON-100251,Box,Cardboard,1.58,16,18,None,Safe,87.04,None,False,0.0,5.99,11.1,0.13,5.39,3.19,1.19,0.03,0.63,1.89,True,Low,Depot C,True,True,1.0,Resell
CON-100252,Crate,Plastic,6.55,39,80,Medium,Moderate Damage,57.36,None,True,14.99,26.4,39.57,1.41,6.64,1.29,2.44,0.13,6.81,20.43,True,Medium,Depot C,True,True,1.0,Resell
CON-100253,Drum,Metal,26.74,47,162,Critical,Unsafe,45.58,None,True,88.49,42.36,0.0,13.01,11.69,6.21,7.49,0.53,58.83,176.49,True,High,Warehouse A,False,True,1.0,Recycle
CON-100254,Tote,Plastic,6.23,4,9,High,Moderate Damage,96.75,None,True,17.6,7.39,34.78,1.15,6.56,2.25,2.36,0.12,6.47,19.42,True,Medium,Depot C,False,True,1.0,Resell
CON-100255,Box,Plastic,5.81,7,17,Low,Minor Damage,77.92,None,False,0.73,7.26,13.98,1.25,6.45,3.7,2.25,0.12,6.04,18.13,True,Low,Terminal E,True,True,1.0,Resell
CON-100256,Pallet,Wood,22.22,54,111,Critical,Unsafe,67.06,Organic,True,36.73,23.54,0.0,0.0,10.56,5.67,6.36,0.44,3.56,10.67,False,High,Terminal E,False,True,1.0,Dispose
CON-100257,Drum,Plastic,5.36,1,2,None,Safe,74.54,None,False,0.0,22.02,122.32,1.0,6.34,3.64,2.14,0.11,5.58,16.73,True,Low,Warehouse A,True,True,1.0,Resell
CON-100258,Drum,Plastic,5.43,4,3,None,Safe,73.18,None,False,0.0,22.32,122.55,1.06,6.36,3.65,2.16,0.11,5.65,16.95,True,Low,Depot C,False,True,1.0,Resell
CON-100259,Box,Cardboard,1.71,43,104,Critical,Unsafe,68.47,None,True,13.37,17.38,0.0,0.15,5.43,3.21,1.23,0.03,0.68,2.05,True,High,Warehouse A,True,True,1.0,Recycle
CON-100260,Drum,Plastic,7.11,18,54,Medium,Moderate Damage,65.2,None,True,26.85,28.62,87.98,1.31,6.78,1.35,2.58,0.14,7.39,22.18,True,Medium,Warehouse A,True,True,1.0,Resell
CON-100261,Tote,Plastic,5.24,25,70,Critical,Unsafe,60.12,None,True,37.09,18.98,0.0,1.13,6.31,3.63,2.11,0.1,5.44,16.33,True,High,Facility D,False,True,1.0,Recycle
CON-100262,Drum,Metal,24.76,42,60,High,Moderate Damage,58.66,None,True,50.51,30.2,57.08,12.44,11.19,4.47,6.99,0.5,54.47,163.42,True,Medium,Terminal E,True,True,1.0,Resell
CON-100263,Crate,Metal,32.12,25,23,Low,Safe,95.05,None,False,4.01,15.04,61.21,15.96,13.03,6.85,8.83,0.64,70.65,211.96,True,Low,Facility D,True,True,1.0,Resell
CON-100264,Crate,Plastic,4.92,15,32,None,Safe,81.5,Organic,False,0.0,17.97,59.55,0.98,6.23,3.59,2.03,0.1,5.12,15.35,True,Low,Terminal E,False,True,1.0,Resell
CON-100265,Box,Plastic,6.59,2,1,Medium,Moderate Damage,98.73,Hazardous,True,3.39,2.54,0.0,0.0,39.88,1.29,2.45,0.13,6.85,20.56,False,High,Terminal E,True,False,1.0,Dispose
CON-100266,Drum,Plastic,5.67,4,11,Critical,Unsafe,87.84,None,True,106.08,20.92,0.0,1.18,6.42,3.68,2.22,0.11,5.9,17.7,True,High,Depot C,False,True,1.0,Recycle
